brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,energy_kwh_per_km,frontal_area_m2,drag_coefficient,drag_power_kw,drag_energy_kwh_per_km,drag_loss_percent,mass_kg,roll_force_n,rolling_resistance_kwh_per_km,rolling_resistance_loss_percent,predicted_range_km,predicted_range_adjusted_km,km_per_kwh
Renault,4 E-Tech 40kWh 120hp,150,40.0,Lithium-ion,225.0,124,245,9.2,55.0,CCS,750.0,420.0,5,FWD,JB - Compact,4143,1796,1552,suv,https://ev-database.org/car/3126/Renault-4-E-Tech-40kWh-120hp,0.124,2.3692831999999995,0.35,7.936173218749999,0.31744692874999997,256.00558770161285,2000.0,235.44,0.0654,52.741935483870975,322.5806451612903,78.91929048213653,8.064516129032258
Renault,4 E-Tech 52kWh 150hp,150,52.0,Lithium-ion,245.0,127,315,8.2,70.0,CCS,750.0,420.0,5,FWD,JB - Compact,4143,1796,1552,suv,https://ev-database.org/car/3127/Renault-4-E-Tech-52kWh-150hp,0.127,2.3692831999999995,0.35,7.936173218749999,0.31744692874999997,249.9582116141732,2000.0,235.44,0.0654,51.49606299212598,409.4488188976378,101.99139598131786,7.874015748031496
Renault,5 E-Tech 40kWh 120hp,150,40.0,Lithium-ion,225.0,132,250,9.0,55.0,CCS,500.0,326.0,5,FWD,B - Compact,3922,1808,1489,hatchback,https://ev-database.org/car/2134/Renault-5-E-Tech-40kWh-120hp,0.132,2.2882951999999994,0.3,6.569910046874997,0.2627964018749999,199.08818323863628,1400.0,164.80800000000002,0.04578000000000001,34.68181818181819,303.030303030303,90.7901554186027,7.575757575757575
Renault,5 E-Tech 40kWh 95hp,130,40.0,Lithium-ion,215.0,129,255,12.0,113.0,Unknown,500.0,326.0,5,FWD,B - Compact,3922,1808,1489,hatchback,https://ev-database.org/car/2133/Renault-5-E-Tech-40kWh-95hp,0.129,2.2882951999999994,0.3,6.569910046874997,0.2627964018749999,203.71814098837203,1400.0,164.80800000000002,0.04578000000000001,35.488372093023266,310.07751937984494,91.41260778369531,7.751937984496124
Renault,5 E-Tech 52kWh 150hp,150,52.0,Lithium-ion,245.0,129,320,8.0,70.0,CCS,500.0,326.0,5,FWD,B - Compact,3922,1808,1489,hatchback,https://ev-database.org/car/2135/Renault-5-E-Tech-52kWh-150hp,0.129,2.2882951999999994,0.3,6.569910046874997,0.2627964018749999,203.71814098837203,1400.0,164.80800000000002,0.04578000000000001,35.488372093023266,403.1007751937984,118.83639011880389,7.751937984496124
Renault,Kangoo E-Tech Electric,135,45.0,Lithium-ion,245.0,158,225,12.6,50.0,CCS,1500.0,950.0,5,FWD,N - Passenger Van,4486,1860,1838,small passenger van,https://ev-database.org/car/1802/Renault-Kangoo-E-Tech-Electric,0.158,2.905878,,,,,,,,,284.8101265822785,,6.329113924050633
Renault,Kangoo Grand E-Tech Electric,130,45.0,Lithium-ion,245.0,170,220,13.3,50.0,CCS,1500.0,500.0,7,FWD,N - Passenger Van,4911,1860,1815,small passenger van,https://ev-database.org/car/2043/Renault-Kangoo-Grand-E-Tech-Electric,0.17,2.869515,,,,,,,,,264.70588235294116,,5.88235294117647
Renault,Megane E-Tech EV60 130hp (TU2025),150,60.0,Lithium-ion,250.0,125,380,10.5,88.0,CCS,500.0,440.0,5,FWD,C - Medium,4200,1860,1505,hatchback,https://ev-database.org/car/3131/Renault-Megane-E-Tech-EV60-130hp,0.125,2.3794049999999998,0.3,6.831494824218749,0.27325979296874997,218.60783437499998,1400.0,164.80800000000002,0.04578000000000001,36.62400000000001,480.0,135.1230248957048,8.0
Renault,Megane E-Tech EV60 220hp (TU2025),160,60.0,Lithium-ion,300.0,133,380,7.4,88.0,CCS,900.0,440.0,5,FWD,C - Medium,4200,1860,1505,hatchback,https://ev-database.org/car/3132/Renault-Megane-E-Tech-EV60-220hp,0.133,2.3794049999999998,0.3,6.831494824218749,0.27325979296874997,205.45849095394732,1400.0,164.80800000000002,0.04578000000000001,34.42105263157895,451.12781954887214,132.7316774612979,7.518796992481203
Renault,Scenic E-Tech EV60 170hp,150,60.0,Lithium-ion,280.0,144,340,8.6,75.0,CCS,1100.0,545.0,5,FWD,JC - Medium,4470,1864,1571,suv,https://ev-database.org/car/2068/Renault-Scenic-E-Tech-EV60-170hp,0.144,2.4890923999999996,0.35,8.33748723828125,0.33349948953125,231.59686773003477,2000.0,235.44,0.0654,45.41666666666667,416.6666666666667,110.51769463221483,6.944444444444445
Renault,Scenic E-Tech EV87 220hp,170,87.0,Lithium-ion,300.0,143,480,7.9,95.0,CCS,1100.0,545.0,5,FWD,JC - Medium,4470,1864,1571,suv,https://ev-database.org/car/2069/Renault-Scenic-E-Tech-EV87-220hp,0.143,2.4890923999999996,0.35,8.33748723828125,0.33349948953125,233.2164262456294,2000.0,235.44,0.0654,45.73426573426574,608.3916083916084,160.54637747538038,6.993006993006993
Rolls-Royce,Spectre,250,102.0,Lithium-ion,900.0,192,465,4.5,126.0,CCS,1000.0,380.0,4,AWD,I - Luxury,5453,2080,1559,coupe,https://ev-database.org/car/1765/Rolls-Royce-Spectre,0.192,2.756312,0.27,7.122267140625,0.28489068562500003,148.38056542968752,1500.0,176.58,0.04905,25.546875000000004,531.25,193.93821924764882,5.208333333333333
Skoda,Elroq 50,160,52.0,Lithium-ion,310.0,149,310,9.0,90.0,CCS,1000.0,470.0,5,RWD,JC - Medium,4488,1884,1625,suv,https://ev-database.org/car/3031/Skoda-Elroq-50,0.149,2.6022749999999997,0.35,8.716604736328126,0.34866418945312505,234.00281171350676,2000.0,235.44,0.0654,43.892617449664435,348.99328859060404,92.35181525307956,6.7114093959731544
Skoda,Elroq 60,160,59.0,Lithium-ion,310.0,149,350,8.5,110.0,CCS,1000.0,470.0,5,RWD,JC - Medium,4488,1884,1625,suv,https://ev-database.org/car/3032/Skoda-Elroq-60,0.149,2.6022749999999997,0.35,8.716604736328126,0.34866418945312505,234.00281171350676,2000.0,235.44,0.0654,43.892617449664435,395.9731543624161,104.78379038330182,6.7114093959731544
Skoda,Elroq 85,180,77.0,Lithium-ion,545.0,145,450,6.6,120.0,CCS,1000.0,470.0,5,RWD,JC - Medium,4488,1884,1625,suv,https://ev-database.org/car/3033/Skoda-Elroq-85,0.145,2.6022749999999997,0.35,8.716604736328126,0.34866418945312505,240.4580616918104,2000.0,235.44,0.0654,45.10344827586207,531.0344827586207,137.73015952840973,6.8965517241379315
Skoda,Elroq RS,180,79.0,Lithium-ion,679.0,151,450,5.4,135.0,CCS,1200.0,470.0,5,AWD,JC - Medium,4488,1884,1608,suv,https://ev-database.org/car/3183/Skoda-Elroq-RS,0.151,2.5750511999999994,0.35,8.625415640624999,0.34501662562499996,228.48783153973508,2000.0,235.44,0.0654,43.3112582781457,523.1788079470199,140.71546226842293,6.622516556291391
Skoda,Enyaq 60,160,59.0,Lithium-ion,310.0,145,360,8.1,110.0,CCS,1000.0,585.0,5,RWD,JC - Medium,4658,1879,1622,suv,https://ev-database.org/car/3096/Skoda-Enyaq-60,0.145,2.5905772999999996,0.35,8.677422010742188,0.3470968804296875,239.3771589170259,2000.0,235.44,0.0654,45.10344827586207,406.89655172413796,105.8301886003848,6.8965517241379315
Skoda,Enyaq 85,180,77.0,Lithium-ion,545.0,141,455,6.7,120.0,CCS,1000.0,585.0,5,RWD,JC - Medium,4658,1879,1622,suv,https://ev-database.org/car/3097/Skoda-Enyaq-85,0.141,2.5905772999999996,0.35,8.677422010742188,0.3470968804296875,246.16800030474292,2000.0,235.44,0.0654,46.382978723404264,546.0992907801419,139.1155085467217,7.092198581560284
Skoda,Enyaq 85x,180,77.0,Lithium-ion,679.0,150,450,6.7,120.0,CCS,1200.0,585.0,5,AWD,JC - Medium,4658,1879,1620,suv,https://ev-database.org/car/3098/Skoda-Enyaq-85x,0.15,2.587383,0.35,8.666722353515624,0.34666889414062496,231.11259609375,2000.0,235.44,0.0654,43.6,513.3333333333334,136.99388242740085,6.666666666666667
Skoda,Enyaq Coupe 60,160,59.0,Lithium-ion,310.0,141,370,8.1,110.0,CCS,1000.0,570.0,5,RWD,JC - Medium,4658,1879,1623,suv,https://ev-database.org/car/3099/Skoda-Enyaq-Coupe-60,0.141,2.5921744499999995,0.35,8.682771839355468,0.3473108735742187,246.31976849235372,2000.0,235.44,0.0654,46.382978723404264,418.43971631205676,106.55380418873374,7.092198581560284
Skoda,Enyaq Coupe 85,180,77.0,Lithium-ion,545.0,138,470,6.7,120.0,CCS,1000.0,570.0,5,RWD,JC - Medium,4658,1879,1623,suv,https://ev-database.org/car/3100/Skoda-Enyaq-Coupe-85,0.138,2.5921744499999995,0.35,8.682771839355468,0.3473108735742187,251.67454606827437,2000.0,235.44,0.0654,47.391304347826086,557.9710144927536,139.81928393796787,7.246376811594202
Skoda,Enyaq Coupe 85x,180,77.0,Lithium-ion,679.0,146,460,6.7,120.0,CCS,1200.0,570.0,5,AWD,JC - Medium,4658,1879,1621,suv,https://ev-database.org/car/3101/Skoda-Enyaq-Coupe-85x,0.146,2.58898015,0.35,8.672072182128906,0.3468828872851562,237.59101868846315,2000.0,235.44,0.0654,44.79452054794521,527.3972602739726,137.92290925204452,6.849315068493151
Skoda,Enyaq Coupe RS,180,79.0,Lithium-ion,679.0,143,470,5.4,135.0,CCS,1200.0,570.0,5,AWD,JC - Medium,4660,1879,1608,suv,https://ev-database.org/car/3185/Skoda-Enyaq-Coupe-RS,0.143,2.5682171999999994,0.35,8.602524410156247,0.3441009764062499,240.630053430944,2000.0,235.44,0.0654,45.73426573426574,552.4475524475525,142.98617264689116,6.993006993006993
Skoda,Enyaq RS,180,79.0,Lithium-ion,679.0,147,460,5.4,135.0,CCS,1200.0,585.0,5,AWD,JC - Medium,4660,1879,1607,suv,https://ev-database.org/car/3184/Skoda-Enyaq-RS,0.147,2.5666200499999996,0.35,8.597174581542967,0.3438869832617187,233.93672330729163,2000.0,235.44,0.0654,44.48979591836735,537.4149659863946,142.0130299235,6.802721088435375
Skywell,BE11 Long Range,150,81.0,Lithium-ion,320.0,166,390,9.6,50.0,CCS,1000.0,467.0,5,FWD,JD - Large,4720,1908,1696,suv,https://ev-database.org/car/3065/Skywell-BE11-Long-Range,0.166,2.7505727999999996,0.35,9.2133444375,0.3685337775,222.00829969879518,2000.0,235.44,0.0654,39.397590361445786,487.95180722891564,135.01490170721385,6.024096385542168
Skywell,BE11 Standard Range,150,68.0,Lithium-ion,320.0,149,330,9.6,50.0,CCS,1000.0,467.0,5,FWD,JD - Large,4720,1908,1696,suv,https://ev-database.org/car/3064/Skywell-BE11-Standard-Range,0.149,2.7505727999999996,0.35,9.2133444375,0.3685337775,247.338105704698,2000.0,235.44,0.0654,43.892617449664435,456.37583892617454,116.651329232676,6.7114093959731544
Smart,#1 Brabus,180,62.0,Lithium-ion,584.0,155,325,3.9,100.0,CCS,1600.0,313.0,5,AWD,JB - Compact,4300,1822,1636,suv,https://ev-database.org/car/1748/Smart-1-Brabus,0.155,2.5336731999999995,0.35,8.486815503906248,0.3394726201562499,219.0145936491935,2000.0,235.44,0.0654,42.193548387096776,400.0,110.73947495895935,6.451612903225807
Smart,#1 Premium,180,62.0,Lithium-ion,343.0,141,335,6.7,100.0,CCS,1600.0,323.0,5,RWD,JB - Compact,4270,1822,1636,suv,https://ev-database.org/car/2053/Smart-1-Premium,0.141,2.5336731999999995,0.35,8.486815503906248,0.3394726201562499,240.76072351507088,2000.0,235.44,0.0654,46.382978723404264,439.71631205673765,113.57961126948113,7.092198581560284
Smart,#1 Pro,180,47.0,Lithium-ion,343.0,152,250,6.7,65.0,CCS,0.0,323.0,5,RWD,JB - Compact,4270,1822,1636,suv,https://ev-database.org/car/2041/Smart-1-Pro,0.152,2.5336731999999995,0.35,8.486815503906248,0.3394726201562499,223.33725010279602,2000.0,235.44,0.0654,43.026315789473685,309.2105263157895,84.39991175506621,6.578947368421053
Smart,#1 Pro+,180,62.0,Lithium-ion,343.0,148,335,6.7,100.0,CCS,1600.0,323.0,5,RWD,JB - Compact,4270,1822,1636,suv,https://ev-database.org/car/1667/Smart-1-Proplus,0.148,2.5336731999999995,0.35,8.486815503906248,0.3394726201562499,229.37339199746617,2000.0,235.44,0.0654,44.18918918918919,418.91891891891896,112.14156342645055,6.756756756756757
Smart,#1 Pulse,180,62.0,Lithium-ion,584.0,155,325,4.5,100.0,CCS,1600.0,313.0,5,AWD,JB - Compact,4300,1822,1636,suv,https://ev-database.org/car/1920/Smart-1-Pulse,0.155,2.5336731999999995,0.35,8.486815503906248,0.3394726201562499,219.0145936491935,2000.0,235.44,0.0654,42.193548387096776,400.0,110.73947495895935,6.451612903225807
Smart,#1 Pure,180,47.0,Lithium-ion,343.0,152,250,6.7,65.0,CCS,0.0,323.0,5,RWD,JB - Compact,4270,1822,1636,suv,https://ev-database.org/car/2217/Smart-1-Pure,0.152,2.5336731999999995,0.35,8.486815503906248,0.3394726201562499,223.33725010279602,2000.0,235.44,0.0654,43.026315789473685,309.2105263157895,84.39991175506621,6.578947368421053
Smart,#1 Pure+,180,62.0,Lithium-ion,343.0,148,335,6.7,100.0,CCS,1600.0,323.0,5,RWD,JB - Compact,4270,1822,1636,suv,https://ev-database.org/car/2218/Smart-1-Pureplus,0.148,2.5336731999999995,0.35,8.486815503906248,0.3394726201562499,229.37339199746617,2000.0,235.44,0.0654,44.18918918918919,418.91891891891896,112.14156342645055,6.756756756756757
Smart,#3 Brabus,180,62.0,Lithium-ion,543.0,149,335,3.7,100.0,CCS,1600.0,370.0,5,AWD,JB - Compact,4400,1844,1556,suv,https://ev-database.org/car/2000/Smart-3-Brabus,0.149,2.4388744,0.35,8.169276554687501,0.32677106218750007,219.30943770973158,2000.0,235.44,0.0654,43.892617449664435,416.1073825503356,114.56636234277951,6.7114093959731544
Smart,#3 Premium,180,62.0,Lithium-ion,343.0,136,355,5.8,110.0,CCS,1600.0,370.0,5,RWD,JB - Compact,4400,1844,1556,suv,https://ev-database.org/car/2054/Smart-3-Premium,0.136,2.4388744,0.35,8.169276554687501,0.32677106218750007,240.27283984375006,2000.0,235.44,0.0654,48.088235294117645,455.88235294117646,117.38621147326333,7.352941176470588
Smart,#3 Pro,180,47.0,Lithium-ion,343.0,145,265,5.9,65.0,CCS,0.0,370.0,5,RWD,JB - Compact,4400,1844,1556,suv,https://ev-database.org/car/2052/Smart-3-Pro,0.145,2.4388744,0.35,8.169276554687501,0.32677106218750007,225.35935323275868,2000.0,235.44,0.0654,45.10344827586207,324.1379310344828,87.49540566947853,6.8965517241379315
Smart,#3 Pro+,180,62.0,Lithium-ion,343.0,143,355,5.8,110.0,CCS,1600.0,370.0,5,RWD,JB - Compact,4400,1844,1556,suv,https://ev-database.org/car/1999/Smart-3-Proplus,0.143,2.4388744,0.35,8.169276554687501,0.32677106218750007,228.51123229895114,2000.0,235.44,0.0654,45.73426573426574,433.5664335664336,115.8508080511236,6.993006993006993
Smart,#5 Brabus,210,94.0,Lithium-ion,710.0,174,450,3.8,230.0,CCS,1600.0,630.0,5,AWD,JD - Large,4695,1920,1705,suv,https://ev-database.org/car/3179/Smart-5-Brabus,0.174,2.7825599999999997,0.35,9.320489062499998,0.3728195624999999,214.26411637931034,2000.0,235.44,0.0654,37.58620689655173,540.2298850574713,153.53968699750592,5.74712643678161
Smart,#5 Premium,200,94.0,Lithium-ion,373.0,159,465,6.5,230.0,CCS,1600.0,630.0,5,RWD,JD - Large,4695,1920,1705,suv,https://ev-database.org/car/3143/Smart-5-Premium,0.159,2.7825599999999997,0.35,9.320489062499998,0.3728195624999999,234.4777122641509,2000.0,235.44,0.0654,41.132075471698116,591.1949685534591,157.3960497986869,6.289308176100628
Smart,#5 Pro,200,74.4,Lithium-ion,373.0,160,370,6.9,110.0,CCS,1600.0,630.0,5,RWD,JD - Large,4695,1920,1705,suv,https://ev-database.org/car/3141/Smart-5-Pro,0.16,2.7825599999999997,0.35,9.320489062499998,0.3728195624999999,233.01222656249996,2000.0,235.44,0.0654,40.875,465.0,124.36905220731562,6.25
Smart,#5 Pro+,200,94.0,Lithium-ion,373.0,159,465,6.5,230.0,CCS,1600.0,630.0,5,RWD,JD - Large,4695,1920,1705,suv,https://ev-database.org/car/3142/Smart-5-Proplus,0.159,2.7825599999999997,0.35,9.320489062499998,0.3728195624999999,234.4777122641509,2000.0,235.44,0.0654,41.132075471698116,591.1949685534591,157.3960497986869,6.289308176100628
Smart,#5 Pulse,200,94.0,Lithium-ion,643.0,174,455,4.9,230.0,CCS,1600.0,630.0,5,AWD,JD - Large,4695,1920,1705,suv,https://ev-database.org/car/3144/Smart-5-Pulse,0.174,2.7825599999999997,0.35,9.320489062499998,0.3728195624999999,214.26411637931034,2000.0,235.44,0.0654,37.58620689655173,540.2298850574713,153.53968699750592,5.74712643678161
Smart,#5 Summit Edition,200,94.0,Lithium-ion,643.0,174,455,4.9,230.0,CCS,1600.0,630.0,5,AWD,JD - Large,4695,1920,1705,suv,https://ev-database.org/car/3145/Smart-5-Summit-Edition,0.174,2.7825599999999997,0.35,9.320489062499998,0.3728195624999999,214.26411637931034,2000.0,235.44,0.0654,37.58620689655173,540.2298850574713,153.53968699750592,5.74712643678161
Subaru,Solterra AWD,160,64.0,Lithium-ion,336.0,154,320,6.9,100.0,CCS,750.0,441.0,5,AWD,JC - Medium,4690,1860,1650,suv,https://ev-database.org/car/1567/Subaru-Solterra-AWD,0.154,2.60865,0.35,8.73795849609375,0.34951833984375,226.95996093750003,2000.0,235.44,0.0654,42.46753246753247,415.5844155844156,112.49417626012409,6.4935064935064934
Tesla,Model 3 Long Range AWD (Highland),201,75.0,Lithium-ion,493.0,119,525,4.4,124.0,CCS,1000.0,594.0,5,AWD,D - Large,4720,1849,1441,sedan,https://ev-database.org/car/1992/Tesla-Model-3-Long-Range-AWD,0.119,2.26474765,0.28,6.068815968359376,0.24275263873437503,203.99381406250004,1600.0,188.352,0.05232,43.96638655462185,630.2521008403362,181.12764038029576,8.403361344537815
Tesla,Model 3 Long Range RWD (Highland),201,75.0,Lithium-ion,450.0,117,545,5.2,124.0,CCS,1000.0,594.0,5,RWD,D - Large,4720,1849,1441,sedan,https://ev-database.org/car/3034/Tesla-Model-3-Long-Range-RWD,0.117,2.26474765,0.28,6.068815968359376,0.24275263873437503,207.48088780715813,1600.0,188.352,0.05232,44.717948717948715,641.025641025641,182.00674577752187,8.547008547008547
Tesla,Model 3 Performance (Highland),262,75.0,Lithium-ion,741.0,142,490,3.2,124.0,CCS,0.0,594.0,5,AWD,D - Large,4720,1849,1431,sedan,https://ev-database.org/car/2188/Tesla-Model-3-Performance,0.142,2.24903115,0.28,6.026700659765626,0.24106802639062505,169.7662157680458,1600.0,188.352,0.05232,36.845070422535215,528.1690140845071,172.2601345327556,7.042253521126761
Tesla,Model 3 RWD (Highland CATL LFP64),201,60.5,Lithium-ion,420.0,116,445,6.1,110.0,CCS,1000.0,594.0,5,RWD,D - Large,4720,1849,1441,sedan,https://ev-database.org/car/3186/Tesla-Model-3-RWD,0.116,2.26474765,0.28,6.068815968359376,0.24275263873437503,209.26951615032328,1600.0,188.352,0.05232,45.10344827586207,521.551724137931,147.17593510059328,8.620689655172413
Tesla,Model S Dual Motor,250,95.0,Lithium-ion,700.0,150,575,3.2,140.0,CCS,1600.0,709.0,5,AWD,F - Luxury,5021,1987,1431,liftback sedan,https://ev-database.org/car/1404/Tesla-Model-S-Dual-Motor,0.15,2.4168874499999995,,,,,,,,,633.3333333333334,,6.666666666666667
Tesla,Model S Plaid,282,95.0,Lithium-ion,700.0,158,560,2.3,140.0,CCS,1600.0,709.0,5,AWD,F - Luxury,5021,1987,1431,liftback sedan,https://ev-database.org/car/1405/Tesla-Model-S-Plaid,0.158,2.4168874499999995,,,,,,,,,601.2658227848101,,6.329113924050633
Tesla,Model X Dual Motor,250,95.0,Lithium-ion,700.0,165,485,3.9,140.0,CCS,2250.0,425.0,7,AWD,JF - Luxury,5057,1999,1680,suv,https://ev-database.org/car/1407/Tesla-Model-X-Dual-Motor,0.165,2.8545719999999997,0.35,9.5617011328125,0.3824680453125,231.7988153409091,2000.0,235.44,0.0654,39.63636363636363,575.7575757575758,155.00889747247257,6.0606060606060606
Tesla,Model X Plaid,262,95.0,Lithium-ion,700.0,180,465,2.7,140.0,CCS,2250.0,425.0,7,AWD,JF - Luxury,5057,1999,1680,suv,https://ev-database.org/car/1408/Tesla-Model-X-Plaid,0.18,2.8545719999999997,0.35,9.5617011328125,0.3824680453125,212.48224739583335,2000.0,235.44,0.0654,36.333333333333336,527.7777777777778,151.30567753725543,5.555555555555555
Tesla,Model Y Long Range AWD (Juniper),201,75.0,Lithium-ion,493.0,132,455,4.8,124.0,CCS,1600.0,854.0,5,AWD,JD - Large,4790,1982,1624,suv,https://ev-database.org/car/3104/Tesla-Model-Y-Long-Range-AWD,0.132,2.7359527999999997,0.35,9.1643731484375,0.3665749259375,277.7082772253788,2000.0,235.44,0.0654,49.54545454545454,568.1818181818181,132.98463557635458,7.575757575757575
Tesla,Model Y Long Range RWD (Juniper),201,75.0,Lithium-ion,450.0,121,470,5.6,124.0,CCS,1600.0,854.0,5,RWD,JD - Large,4790,1982,1624,suv,https://ev-database.org/car/3120/Tesla-Model-Y-Long-Range-RWD,0.121,2.7359527999999997,0.35,9.1643731484375,0.3665749259375,302.9544842458678,2000.0,235.44,0.0654,54.049586776859506,619.8347107438017,135.630019521856,8.264462809917356
Tesla,Model Y RWD (Juniper),201,60.5,Lithium-ion,420.0,121,375,5.9,110.0,CCS,1600.0,854.0,5,RWD,JD - Large,4790,1982,1624,suv,https://ev-database.org/car/3103/Tesla-Model-Y-RWD,0.121,2.7359527999999997,0.35,9.1643731484375,0.3665749259375,302.9544842458678,2000.0,235.44,0.0654,54.049586776859506,500.0,109.4082157476305,8.264462809917356
Toyota,PROACE Verso L 75 kWh,130,68.0,Lithium-ion,260.0,204,260,13.3,79.0,CCS,1000.0,989.0,9,FWD,N - Passenger Van,5333,1920,1890,small passenger van,https://ev-database.org/car/2267/Toyota-PROACE-Verso-L-75-kWh,0.204,3.0844799999999997,,,,,,,,,333.33333333333337,,4.901960784313726
Toyota,PROACE Verso M 50 kWh,130,46.3,Lithium-ion,260.0,217,180,12.1,78.0,CCS,1000.0,603.0,9,FWD,N - Passenger Van,4983,1920,1890,small passenger van,https://ev-database.org/car/2264/Toyota-PROACE-Verso-M-50-kWh,0.217,3.0844799999999997,,,,,,,,,213.36405529953916,,4.6082949308755765
Toyota,PROACE Verso M 75 kWh,130,68.0,Lithium-ion,260.0,202,260,13.3,79.0,CCS,1000.0,603.0,9,FWD,N - Passenger Van,4983,1920,1890,small passenger van,https://ev-database.org/car/2266/Toyota-PROACE-Verso-M-75-kWh,0.202,3.0844799999999997,,,,,,,,,336.63366336633663,,4.9504950495049505
Toyota,Proace City Verso Electric L1 50 kWh,132,50.0,Lithium-ion,260.0,149,235,11.7,80.0,CCS,750.0,775.0,5,FWD,N - Passenger Van,4403,1921,1803,small passenger van,https://ev-database.org/car/2165/Toyota-Proace-City-Verso-Electric-L1-50-kWh,0.149,2.9440285499999996,,,,,,,,,335.5704697986577,,6.7114093959731544
Toyota,Proace City Verso Electric L2 50 kWh,132,50.0,Lithium-ion,260.0,149,230,11.7,80.0,CCS,750.0,1050.0,7,FWD,N - Passenger Van,4753,1921,1814,small passenger van,https://ev-database.org/car/2166/Toyota-Proace-City-Verso-Electric-L2-50-kWh,0.149,2.9619899,,,,,,,,,335.5704697986577,,6.7114093959731544
Toyota,bZ4X AWD,160,64.0,Lithium-ion,336.0,154,345,6.9,100.0,CCS,750.0,452.0,5,AWD,JC - Medium,4690,1860,1600,suv,https://ev-database.org/car/1565/Toyota-bZ4X-AWD,0.154,2.5296,0.35,8.473171875,0.338926875,220.0823863636364,2000.0,235.44,0.0654,42.46753246753247,415.5844155844156,114.62819159475352,6.4935064935064934
Toyota,bZ4X FWD,160,64.0,Lithium-ion,265.0,145,350,7.5,100.0,CCS,750.0,452.0,5,FWD,JC - Medium,4690,1860,1600,suv,https://ev-database.org/car/1564/Toyota-bZ4X-FWD,0.145,2.5296,0.35,8.473171875,0.338926875,233.74267241379312,2000.0,235.44,0.0654,45.10344827586207,441.3793103448276,116.50622409471592,6.8965517241379315
VinFast,VF 8 Eco Extended Range,200,87.7,Lithium-ion,500.0,186,405,5.9,120.0,CCS,1800.0,376.0,5,AWD,JD - Large,4750,1934,1667,suv,https://ev-database.org/car/1807/VinFast-VF-8-Eco-Extended-Range,0.186,2.7403812999999997,0.35,9.179206893554687,0.36716827574218747,197.4022987861223,2000.0,235.44,0.0654,35.16129032258065,471.505376344086,141.77901363398146,5.376344086021505
VinFast,VF 8 Plus Extended Range,200,87.7,Lithium-ion,620.0,196,400,5.5,120.0,CCS,1800.0,376.0,5,AWD,JD - Large,4750,1934,1667,suv,https://ev-database.org/car/1809/VinFast-VF-8-Plus-Extended-Range,0.196,2.7403812999999997,0.35,9.179206893554687,0.36716827574218747,187.3307529296875,2000.0,235.44,0.0654,33.36734693877551,447.44897959183675,139.52342710336035,5.1020408163265305
Volkswagen,ID. Buzz LWB GTX,160,86.0,Lithium-ion,560.0,182,350,6.5,145.0,CCS,1600.0,1340.0,7,AWD,N - Passenger Van,4960,1985,1927,small passenger van,https://ev-database.org/car/2157/Volkswagen-ID-Buzz-LWB-GTX-,0.182,3.2513307499999997,,,,,,,,,472.5274725274725,,5.4945054945054945
Volkswagen,ID. Buzz LWB Pro,160,86.0,Lithium-ion,560.0,190,370,7.9,145.0,CCS,1000.0,1340.0,7,RWD,N - Passenger Van,4962,1985,1924,small passenger van,https://ev-database.org/car/2154/Volkswagen-ID-Buzz-LWB-Pro,0.19,3.246269,,,,,,,,,452.63157894736844,,5.2631578947368425
Volkswagen,ID. Buzz NWB GTX,160,79.0,Lithium-ion,560.0,194,330,6.5,135.0,CCS,1800.0,1121.0,6,AWD,N - Passenger Van,4712,1985,1925,small passenger van,https://ev-database.org/car/2156/Volkswagen-ID-Buzz-NWB-GTX,0.194,3.2479562499999997,,,,,,,,,407.2164948453608,,5.154639175257731
Volkswagen,ID. Buzz NWB Pro,160,79.0,Lithium-ion,560.0,187,360,7.6,135.0,CCS,1200.0,1121.0,6,RWD,N - Passenger Van,4712,1985,1927,small passenger van,https://ev-database.org/car/2232/Volkswagen-ID-Buzz-NWB-Pro,0.187,3.2513307499999997,,,,,,,,,422.4598930481283,,5.347593582887701
Volkswagen,ID. Buzz NWB Pure,145,59.0,Lithium-ion,310.0,178,275,10.7,110.0,CCS,1000.0,1121.0,6,RWD,N - Passenger Van,4712,1985,1927,small passenger van,https://ev-database.org/car/3119/Volkswagen-ID-Buzz-NWB-Pure,0.178,3.2513307499999997,,,,,,,,,331.4606741573034,,5.617977528089888
Volkswagen,ID.3 GTX,180,79.0,Lithium-ion,545.0,131,470,5.9,135.0,CCS,0.0,385.0,5,RWD,C - Medium,4322,1809,1538,hatchback,https://ev-database.org/car/2152/Volkswagen-ID3-GTX,0.131,2.3649056999999996,0.3,6.7898659746093735,0.2715946389843749,207.32415189646937,1400.0,164.80800000000002,0.04578000000000001,34.94656488549619,603.0534351145038,176.1919455992091,7.633587786259541
